上海,20230101,111,83,93
上海,20230102,81,60,63
上海,20230103,27,14,27
上海,20230104,50,34,46
上海,20230105,55,36,47
上海,20230106,103,77,91
上海,20230107,130,98,131
上海,20230108,77,49,98
上海,20230109,85,60,97
上海,20230110,34,11,34
上海,20230111,39,19,39
上海,20230112,28,18,25
上海,20230113,28,18,17
上海,20230114,21,12,14
上海,20230115,31,20,29
上海,20230116,48,29,49
上海,20230117,59,41,54
上海,20230118,72,51,77
上海,20230119,75,50,98
上海,20230120,88,50,123
上海,20230121,61,18,72
上海,20230122,22,14,15
上海,20230123,30,17,29
上海,20230124,45,26,44
上海,20230125,29,12,27
上海,20230126,55,39,48
上海,20230127,58,33,67
上海,20230128,56,32,62
上海,20230129,59,38,66
上海,20230130,65,47,70
上海,20230131,54,38,52
