上海,20220701,19,7,19
上海,20220702,15,6,15
上海,20220703,17,8,16
上海,20220704,17,8,17
上海,20220705,33,17,32
上海,20220706,34,14,31
上海,20220707,38,20,33
上海,20220708,41,23,35
上海,20220709,49,27,38
上海,20220710,59,38,49
上海,20220711,31,14,25
上海,20220712,54,29,47
上海,20220713,63,31,48
上海,20220714,63,30,48
上海,20220715,46,29,43
上海,20220716,43,29,35
上海,20220717,51,33,44
上海,20220718,33,23,30
上海,20220719,31,21,28
上海,20220720,41,24,35
上海,20220721,29,17,28
上海,20220722,72,38,48
上海,20220723,47,30,41
上海,20220724,50,29,39
上海,20220725,42,24,33
上海,20220726,47,21,38
上海,20220727,55,25,41
上海,20220728,42,20,35
上海,20220729,16,8,16
上海,20220730,19,11,19
上海,20220731,27,16,27
