上海,20221101,37,20,37
上海,20221102,53,31,54
上海,20221103,38,18,38
上海,20221104,36,15,36
上海,20221105,41,21,41
上海,20221106,31,14,30
上海,20221107,33,16,32
上海,20221108,32,16,32
上海,20221109,41,21,41
上海,20221110,51,35,48
上海,20221111,36,25,29
上海,20221112,29,16,28
上海,20221113,30,15,27
上海,20221114,43,24,42
上海,20221115,80,59,73
上海,20221116,91,68,77
上海,20221117,23,9,10
上海,20221118,29,11,28
上海,20221119,44,25,39
上海,20221120,65,47,49
上海,20221121,58,41,53
上海,20221122,47,33,32
上海,20221123,28,14,26
上海,20221124,42,20,42
上海,20221125,44,19,47
上海,20221126,66,45,67
上海,20221127,40,21,38
上海,20221128,29,13,27
上海,20221129,27,14,22
上海,20221130,27,12,26
