上海,20230201,67,44,68
上海,20230202,46,12,49
上海,20230203,51,13,53
上海,20230204,32,16,32
上海,20230205,48,33,46
上海,20230206,33,22,21
上海,20230207,33,22,29
上海,20230208,60,41,53
上海,20230209,34,20,31
上海,20230210,28,18,21
上海,20230211,24,14,18
上海,20230212,28,17,17
上海,20230213,45,27,36
上海,20230214,36,20,36
上海,20230215,41,24,41
上海,20230216,44,25,45
上海,20230217,44,27,45
上海,20230218,72,52,76
上海,20230219,115,86,90
上海,20230220,60,39,64
上海,20230221,34,13,34
上海,20230222,30,11,30
上海,20230223,24,14,23
上海,20230224,55,39,45
上海,20230225,56,34,50
上海,20230226,36,20,36
上海,20230227,37,22,35
上海,20230228,42,24,43
