上海,20221201,33,18,33
上海,20221202,47,28,50
上海,20221203,42,28,34
上海,20221204,31,12,30
上海,20221205,22,11,20
上海,20221206,37,16,39
上海,20221207,53,32,59
上海,20221208,57,33,64
上海,20221209,44,28,40
上海,20221210,71,52,52
上海,20221211,53,32,46
上海,20221212,49,31,50
上海,20221213,99,57,136
上海,20221214,78,26,105
上海,20221215,56,20,63
上海,20221216,36,14,36
上海,20221217,47,25,54
上海,20221218,58,18,66
上海,20221219,54,24,59
上海,20221220,46,21,46
上海,20221221,68,42,89
上海,20221222,77,45,102
上海,20221223,38,16,38
上海,20221224,50,30,52
上海,20221225,46,30,47
上海,20221226,61,43,58
上海,20221227,95,71,76
上海,20221228,105,79,82
上海,20221229,46,31,40
上海,20221230,44,30,44
上海,20221231,92,68,80
